,model,topic,cv,cuci,cnpmi
0,lsi,2,0.5580369759169971,-7.194600257963564,-0.15736003056731496
1,lsi,4,0.4853736481285301,-6.544708430289987,-0.13983058670037063
2,lsi,6,0.3946525671781596,-6.885084911552833,-0.20394075275372656
3,lsi,8,0.47432895403876874,-6.596248316219683,-0.14709956942817914
4,lsi,10,0.4454512815324848,-6.832521299994829,-0.18200966826553644
5,lsi,12,0.4238039161486363,-7.623874219694905,-0.22028707629512523
6,lsi,14,0.33986666479149397,-7.785088700843999,-0.22273565906559775
7,lsi,16,0.36462687946223094,-8.23657617794123,-0.24210298195774155
8,lsi,18,0.39686191828823947,-7.905671387837744,-0.22385597635927315
9,lsi,20,0.3720490092224401,-8.417582254669048,-0.24404503949573178
10,lsi,22,0.3478012162499887,-8.395737181726249,-0.251754454410066
11,lsi,24,0.36791573504593256,-7.968736126775429,-0.22540276349648694
12,lsi,26,0.3599404740670898,-8.538302459340702,-0.252109973822949
13,lsi,28,0.343322569133019,-8.58792284636592,-0.2590892182537829
14,lsi,30,0.3453654748699166,-8.468070601041703,-0.25285816103075354
15,lsi,32,0.3659353669764863,-8.244651645291135,-0.24450944273220926
16,lsi,34,0.35774002786367887,-8.99460494098691,-0.2743692321720163
17,lsi,36,0.3553343255517161,-9.194011042289322,-0.28140187199833344
18,lsi,38,0.35396024986556623,-9.089974035161395,-0.27740929428191635
19,lda,2,0.3462395099236882,-1.1770196317513468,-0.04755336601697423
20,lda,4,0.33406466139104085,-2.254968669409744,-0.07568457266557013
21,lda,6,0.3218569473389927,-3.3456807014373595,-0.10463993514797891
22,lda,8,0.316944111646155,-3.100918833050798,-0.09659268579416595
23,lda,10,0.34543400469854124,-3.992569309806606,-0.11319130720105833
24,lda,12,0.3319776304909294,-3.6992750072103715,-0.11276574857146336
25,lda,14,0.3438759187296756,-4.196718507373906,-0.12379975786402724
26,lda,16,0.36390070296238264,-4.3860802553558464,-0.12689370149668233
27,lda,18,0.3251656481616181,-4.800072698298293,-0.14706007074617855
28,lda,20,0.368449791407954,-4.394980383063897,-0.12257874791529458
29,lda,22,0.34038454160932086,-4.579345673557738,-0.13106365786478505
30,lda,24,0.3225187208698223,-4.755476197723312,-0.1391498833968866
31,lda,26,0.37574718957680214,-5.440464194420613,-0.1489996857385137
32,lda,28,0.3420831981028362,-5.045840360535823,-0.1451364046298935
33,lda,30,0.3808082476629799,-5.506069217136386,-0.14971462804615138
34,lda,32,0.3636439774233094,-4.94716648679938,-0.12936593931603552
35,lda,34,0.4014634684507069,-4.868535314167635,-0.11810793426088505
36,lda,36,0.3665075545734211,-5.200961417027079,-0.13944606615968147
37,lda,38,0.32270306258466264,-5.006131275186045,-0.1379980985789791
38,ldamallet,2,0.36225178784996304,-4.235603104289186,-0.13722072995863638
39,ldamallet,4,0.3449661682500206,-5.43827654213328,-0.1587746182001717
40,ldamallet,6,0.35682732189885796,-6.808695132864263,-0.1935070686621042
41,ldamallet,8,0.34123526624447315,-7.978471995546142,-0.21955328662460394
42,ldamallet,10,0.4054539604441822,-8.231888316218019,-0.2241376937179615
43,ldamallet,12,0.41138610147941906,-7.916538022197893,-0.2106531000721417
44,ldamallet,14,0.4283980969014816,-9.336263329492207,-0.26281173871957864
45,ldamallet,16,0.45861619169035545,-9.33951204044331,-0.25790966957931266
46,ldamallet,18,0.43619570382699835,-9.48762223700202,-0.26491986560642783
47,ldamallet,20,0.4980262118128535,-9.634321533544522,-0.27255865197610674
48,ldamallet,22,0.4843157709163756,-10.367792267023951,-0.2989833577082347
49,ldamallet,24,0.5004181752202883,-10.157675958017359,-0.29006055147170573
50,ldamallet,26,0.5157666210197294,-10.476943750662256,-0.30742214375225213
51,ldamallet,28,0.5225513637909742,-10.109192766239607,-0.28586264272378464
52,ldamallet,30,0.544073522208045,-10.640937177569077,-0.30716269707117605
53,ldamallet,32,0.5161923640615256,-11.351896815144254,-0.34485502069339286
54,ldamallet,34,0.5333773111629816,-11.13816973669533,-0.3308101286592979
55,ldamallet,36,0.5566268717031083,-11.212666677868246,-0.3391895168972269
56,ldamallet,38,0.5559205379175446,-11.445182692227368,-0.34586397320939455
