,model,topic,cv,cuci,cnpmi
0,ldamallet,2,0.7902301402342979,-13.871486631044608,-0.502025841638117
1,ldamallet,4,0.7902301402342979,-13.871486631044608,-0.502025841638117
2,ldamallet,6,0.790230140234298,-13.871486631044606,-0.502025841638117
3,ldamallet,8,0.7902301402342979,-13.871486631044608,-0.502025841638117
4,ldamallet,10,0.7902301402342979,-13.871486631044608,-0.502025841638117
5,ldamallet,12,0.790230140234298,-13.871486631044606,-0.502025841638117
6,ldamallet,14,0.790230140234298,-13.871486631044606,-0.502025841638117
7,ldamallet,16,0.7902301402342979,-13.871486631044608,-0.502025841638117
8,ldamallet,18,0.7902301402342979,-13.871486631044608,-0.502025841638117
9,ldamallet,20,0.7902301402342979,-13.871486631044608,-0.502025841638117
10,ldamallet,22,0.7902301402342978,-13.871486631044606,-0.502025841638117
11,ldamallet,24,0.7902301402342978,-13.87148663104461,-0.502025841638117
12,ldamallet,26,0.7902301402342977,-13.871486631044608,-0.502025841638117
13,ldamallet,28,0.7902301402342976,-13.871486631044608,-0.502025841638117
14,ldamallet,30,0.7902301402342976,-13.871486631044608,-0.502025841638117
15,ldamallet,32,0.7902301402342979,-13.871486631044608,-0.502025841638117
16,ldamallet,34,0.7902301402342978,-13.871486631044608,-0.5020258416381169
17,ldamallet,36,0.7902301402342977,-13.871486631044608,-0.5020258416381168
18,ldamallet,38,0.7902301402342977,-13.871486631044608,-0.5020258416381168
