"review_id","repository_id","repository_owner","repository_name","language","repository_creation_date","repository_update_date","pull_request_id","pull_request_title","pull_request_body","pull_request_state","pull_request_locked","pull_request_creation_date","pull_request_update_date","pull_request_close_date","pull_request_merged","pull_request_mergeable","pull_request_comments","pull_request_reviews","pull_request_review_comments","pull_request_commits","pull_request_additions","pull_request_deletions","pull_request_changed_files","review_state","review_body","reviewer_login"
1990414,19249835,"google","WebFundamentals","HTML","2014-04-28T18:45:45.000Z","2017-06-22T22:12:21.000Z",87162478,"Tweaks to touch docs","cc @RByers @patrickhlauke\n\nThoughts on these changes? Anything we should be adding in?\n","closed",false,"2016-09-28T17:16:58.000Z","2016-11-10T03:46:22.000Z","2016-11-08T20:02:57.000Z",false,false,6,29,41,4,362,382,3,"CHANGES_REQUESTED","","jpmedley"
1990484,19249835,"google","WebFundamentals","HTML","2014-04-28T18:45:45.000Z","2017-06-22T22:12:21.000Z",87162478,"Tweaks to touch docs","cc @RByers @patrickhlauke\n\nThoughts on these changes? Anything we should be adding in?\n","closed",false,"2016-09-28T17:16:58.000Z","2016-11-10T03:46:22.000Z","2016-11-08T20:02:57.000Z",false,false,6,29,41,4,362,382,3,"COMMENTED","","RByers"
1991900,19249835,"google","WebFundamentals","HTML","2014-04-28T18:45:45.000Z","2017-06-22T22:12:21.000Z",87162478,"Tweaks to touch docs","cc @RByers @patrickhlauke\n\nThoughts on these changes? Anything we should be adding in?\n","closed",false,"2016-09-28T17:16:58.000Z","2016-11-10T03:46:22.000Z","2016-11-08T20:02:57.000Z",false,false,6,29,41,4,362,382,3,"COMMENTED","","RByers"
1992293,19249835,"google","WebFundamentals","HTML","2014-04-28T18:45:45.000Z","2017-06-22T22:12:21.000Z",87162478,"Tweaks to touch docs","cc @RByers @patrickhlauke\n\nThoughts on these changes? Anything we should be adding in?\n","closed",false,"2016-09-28T17:16:58.000Z","2016-11-10T03:46:22.000Z","2016-11-08T20:02:57.000Z",false,false,6,29,41,4,362,382,3,"COMMENTED","","RByers"
1992929,19249835,"google","WebFundamentals","HTML","2014-04-28T18:45:45.000Z","2017-06-22T22:12:21.000Z",87162478,"Tweaks to touch docs","cc @RByers @patrickhlauke\n\nThoughts on these changes? Anything we should be adding in?\n","closed",false,"2016-09-28T17:16:58.000Z","2016-11-10T03:46:22.000Z","2016-11-08T20:02:57.000Z",false,false,6,29,41,4,362,382,3,"COMMENTED","","RByers"
1993520,19249835,"google","WebFundamentals","HTML","2014-04-28T18:45:45.000Z","2017-06-22T22:12:21.000Z",87162478,"Tweaks to touch docs","cc @RByers @patrickhlauke\n\nThoughts on these changes? Anything we should be adding in?\n","closed",false,"2016-09-28T17:16:58.000Z","2016-11-10T03:46:22.000Z","2016-11-08T20:02:57.000Z",false,false,6,29,41,4,362,382,3,"COMMENTED","","RByers"
1999656,19249835,"google","WebFundamentals","HTML","2014-04-28T18:45:45.000Z","2017-06-22T22:12:21.000Z",86996188,"add lighthouse intro, fixes #3446","","closed",false,"2016-09-27T19:32:04.000Z","2016-09-29T14:44:39.000Z","2016-09-29T14:44:37.000Z",true,false,3,5,6,1,88,0,9,"COMMENTED","","ebidel"
2000820,19249835,"google","WebFundamentals","HTML","2014-04-28T18:45:45.000Z","2017-06-22T22:12:21.000Z",87165795,"Basics of ux article","This article is about the basics of UX and covers topics such as wire-framing and user testing etc. It is related to https://github.com/google/WebFundamentals/issues/579\n","closed",false,"2016-09-28T17:38:12.000Z","2016-10-04T15:02:50.000Z","2016-09-29T14:15:48.000Z",false,false,3,11,20,5,2654,6141,57,"CHANGES_REQUESTED","Overall looks good - couple of comments on the individual files.\n- You need to add your info to the `src/data/_contributors.yaml` file.\n- Please add the deleted files back, I'll take care of removing them in a different PR - whoops!\n- Don't put a `height=0` on `<div class=""clearfix""></div>`, it renders them invisibly, which defeats the purpose.\n","petele"
2005340,19249835,"google","WebFundamentals","HTML","2014-04-28T18:45:45.000Z","2017-06-22T22:12:21.000Z",86996188,"add lighthouse intro, fixes #3446","","closed",false,"2016-09-27T19:32:04.000Z","2016-09-29T14:44:39.000Z","2016-09-29T14:44:37.000Z",true,false,3,5,6,1,88,0,9,"COMMENTED","","kaycebasques"
2008058,19249835,"google","WebFundamentals","HTML","2014-04-28T18:45:45.000Z","2017-06-22T22:12:21.000Z",86996188,"add lighthouse intro, fixes #3446","","closed",false,"2016-09-27T19:32:04.000Z","2016-09-29T14:44:39.000Z","2016-09-29T14:44:37.000Z",true,false,3,5,6,1,88,0,9,"COMMENTED","","kaycebasques"
